,laptop_ID,Company,Product,TypeName,Inches,Screen Resolution,X_res,Y_res,Full HD,Quad HD+,4K Ultra HD,IPS,Touch Screen,CPU Name,CPU Freq (GHz),RAM (GB),HDD,SSD,Flash Storage,GPU,OS,Weight (kg),Price_euros
441,449,Lenovo,ThinkPad X270,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.36,1429.0
442,450,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Pentium Quad,1.1,4,0,128,0,Intel HD Graphics,Windows 10,2.2,348.99999999999994
443,451,HP,Omen 15-AX205na,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.2,1098.9999999999998
444,452,Dell,Latitude 5480,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.8,8,0,256,0,Nvidia GeForce MX,Windows 10,1.64,1179.0000000000002
445,453,Acer,Aspire ES1-572,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Linux,2.4,441.8000000000002
446,454,Dell,Precision 3520,Workstation,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Processor,3.0,8,1000,0,64,Nvidia Quadro,Windows 10,2.23,1993.0
447,455,MSI,GV62 7RD-1686NL,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce GTX,Windows 10,2.2,1027.7399999999998
448,456,Microsoft,Surface Laptop,Ultrabook,13.5,2256x1504,2256,1504,0,1,0,0,1,Intel Core i7,2.5,16,0,512,0,Intel Iris,Windows 10 S,1.25,2589.0000000000005
449,457,HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,8,0,128,0,Intel HD Graphics,Windows 10,1.91,588.9999999999999
450,458,Dell,Precision 3520,Workstation,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,16,0,256,0,Nvidia Quadro,Windows 10,2.17,1975.0000000000005
451,459,HP,ProBook 650,Workstation,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.9,8,0,512,0,Intel HD Graphics,Windows 10,2.31,1533.9999999999998
452,460,Lenovo,ThinkPad T470,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.65,1345.0000000000002
453,461,Dell,Inspiron 5570,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,8,1000,128,0,AMD Radeon,Windows 10,2.36,978.9999999999999
454,462,Dell,Inspiron 3168,2 in 1 Convertible,11.6,1366x768,1366,768,1,0,0,0,1,Intel Pentium Quad,1.6,4,500,0,0,Intel HD Graphics,Windows 10,1.47,478.99999999999983
455,463,Dell,Alienware 17,Notebook,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,1000,0,0,Nvidia GeForce GTX,Windows 10,4.42,2045.9999999999993
456,464,Microsoft,Surface Laptop,Ultrabook,13.5,2256x1504,2256,1504,0,1,0,0,1,Intel Core M,2.2,4,0,128,0,Intel HD Graphics,Windows 10 S,1.252,989.0000000000003
457,465,Microsoft,Surface Laptop,Ultrabook,13.5,2256x1504,2256,1504,0,1,0,0,1,Intel Core i7,2.5,8,0,256,0,Intel Iris,Windows 10 S,1.25,1799.0000000000007
458,466,HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,1600x900,1600,900,1,0,0,0,0,Intel Core i3,2.0,8,0,256,0,Intel HD Graphics,Windows 10,2.5,639.9000000000001
459,467,Acer,Aspire E5-576G,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,Nvidia GeForce MX,Windows 10,2.23,543.9999999999998
460,468,Acer,TravelMate B,Netbook,11.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,0,128,0,Intel HD Graphics,Windows 10,1.4,435.00000000000006
461,469,Asus,Pro P2540UA-AB51,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Intel HD Graphics,Windows 10,2.37,748.9999999999998
462,470,Lenovo,IdeaPad 510s-14IKB,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,512,0,AMD Radeon,No OS,1.5,799.0
463,471,Lenovo,Thinkpad P51,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.9,8,0,256,0,Nvidia Quadro,Windows 10,2.67,2090.0000000000005
464,472,Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.1,4,500,0,0,Intel HD Graphics,Windows 10,2.0,304.00000000000006
465,473,Acer,Aspire 5,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,500,0,0,Nvidia GeForce GTX,Windows 10,2.2,468.9999999999999
466,474,Dell,Inspiron 5570,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,8,2000,0,0,AMD Radeon,Windows 10,2.02,759.0000000000003
467,475,HP,Omen 17-an006nv,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,12,1000,0,0,Nvidia GeForce GTX,Windows 10,3.78,1699.0000000000007
468,476,Lenovo,Thinkpad T460s,Ultrabook,14.0,2560x1440,2560,1440,0,1,0,1,0,Intel Core i7,2.6,12,0,256,0,Intel HD Graphics,Windows 10,1.4,1857.9999999999995
469,477,HP,Spectre x360,2 in 1 Convertible,13.3,3840x2160,3840,2160,0,0,1,1,1,Intel Core i7,1.8,8,0,512,0,Intel UHD Graphics,Windows 10,1.29,1998.9999999999993
470,478,HP,ZBook 15u,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,500,0,0,AMD FirePro,Windows 10,1.9,1154.0000000000005
471,479,Google,Pixelbook (Core,Ultrabook,12.3,2400x1600,2400,1600,0,1,0,0,1,Intel Core i5,1.2,8,0,128,0,Intel HD Graphics,Chrome OS,1.1,1274.9999999999998
472,480,Dell,Latitude 7390,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,1.6,8,0,256,0,Intel UHD Graphics,Windows 10,1.42,1841.8499999999992
473,481,Asus,ZenBook Pro,Notebook,15.6,3840x2160,3840,2160,0,0,1,1,0,Intel Core i7,2.6,12,1000,128,0,Intel HD Graphics,Windows 10,2.06,1299.0000000000002
474,482,Dell,Latitude E5470,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.3,8,0,128,0,Intel HD Graphics,Windows 10,1.79,739.9999999999998
475,483,Dell,Precision M5520,Workstation,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,0,256,0,Nvidia Quadro,Windows 10,1.78,2408.0
476,484,Lenovo,Thinkpad T470,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,180,0,Intel HD Graphics,Windows 10,1.7,1364.0000000000005
477,485,Dell,Inspiron 3576,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,8,1000,0,0,AMD Radeon,Windows 10,2.2,675.0000000000002
478,486,Toshiba,Portege X30-D-10J,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.05,1672.0000000000002
479,487,Dell,Inspiron 7570,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,1.8,8,0,512,0,Nvidia GeForce MX,Windows 10,2.16,1261.9999999999995
480,488,Dell,Vostro 3568,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.4,4,1000,0,0,Intel HD Graphics,Windows 10,2.18,586.5999999999998
481,489,HP,ProBook 430,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,1.6,4,0,128,0,Intel UHD Graphics,Windows 10,1.49,725.9999999999998
482,490,Chuwi,"Lapbook 15,6",Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Atom,1.44,4,0,0,64,Intel HD Graphics,Windows 10,1.89,248.90000000000003
483,491,Lenovo,ThinkPad E570,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,0,128,0,Intel HD Graphics,Windows 10,2.3,565.0000000000002
484,492,Lenovo,ThinkPad E480,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,1.6,8,0,256,0,Intel UHD Graphics,Windows 10,1.75,1049.0
485,493,Dell,Precision 3520,Workstation,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,16,0,512,0,Nvidia Quadro,Windows 10,2.17,2337.999999999999
486,494,Dell,XPS 15,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,0,512,0,Nvidia GeForce GTX,Windows 10,2.06,1898.9999999999998
487,495,Lenovo,Thinkpad X270,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,1.36,1797.9999999999995
488,496,Asus,Zenbook UX390UA,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,0.91,1950.0000000000005
489,497,Lenovo,Thinkpad E570,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce MX,Windows 10,2.3,1011.9900000000001
490,498,Toshiba,Portege X30-D-10L,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.7,32,0,512,0,Intel HD Graphics,Windows 10,1.05,2799.0000000000014
491,499,Asus,VivoBook Pro,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,1.99,1350.0000000000005
492,500,Acer,Aspire 5,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD A-Series,2.5,8,1000,0,0,AMD Radeon,Windows 10,2.2,579.0000000000002
493,501,Asus,Rog G752VL-UH71T,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.6,24,1000,256,0,Nvidia GeForce GTX,Windows 10,4.33,1268.9999999999998
494,502,Lenovo,Thinkpad X260,Ultrabook,12.5,1366x768,1366,768,1,0,0,1,0,Intel Core i5,2.3,8,0,180,0,Intel HD Graphics,Windows 10,1.3,1098.9999999999998
495,503,Lenovo,Ideapad 520-15IKBR,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,8,0,256,0,Intel UHD Graphics,Windows 10,2.17,898.8999999999999
496,504,HP,EliteBook 840,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,0,1000,0,Intel HD Graphics,Windows 10,1.48,1749.0000000000002
497,505,Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i3,2.4,8,0,256,0,Intel HD Graphics,Windows 10,1.4,949.0000000000002
498,506,Lenovo,ThinkPad L570,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,2.3,910.9999999999999
499,507,Asus,VivoBook E201NA,Netbook,11.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,0,0,64,Intel HD Graphics,Windows 10 S,1.2,340.0000000000001
500,508,HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,AMD Radeon,Windows 10,1.91,618.9899999999999
501,509,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,1920x1080,1920,1080,1,0,0,1,1,Intel Core i5,1.6,8,0,256,0,Intel UHD Graphics,Windows 10,1.4,1599.0
502,510,Lenovo,IdeaPad 320-14IAP,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,500,0,0,Intel HD Graphics,Windows 10,2.1,299.0000000000001
503,511,Lenovo,Chromebook N23,Netbook,11.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,0,16,0,Intel HD Graphics,Chrome OS,1.25,264.99999999999994
504,512,Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.44,949.0000000000002
505,513,Asus,ZenBook UX510UX-CN211T,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,1000,256,0,Intel HD Graphics,Windows 10,2.0,1224.0
506,514,Acer,Aspire A515-51G-59QF,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,1.6,4,1000,0,0,Nvidia GeForce MX,Windows 10,2.2,613.0000000000001
507,515,HP,Envy 13-AB002nv,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,512,0,Intel HD Graphics,Windows 10,1.34,1323.0000000000005
508,516,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,256,0,Nvidia GeForce GTX,No OS,2.4,1149.0
509,517,Dell,XPS 13,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i5,2.5,8,0,128,0,Intel HD Graphics,Windows 10,1.29,898.9999999999998
510,518,Acer,Aspire A515-51G,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,4,500,0,0,Nvidia GeForce MX,Windows 10,2.2,638.9999999999999
511,519,Dell,Vostro 5568,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Intel HD Graphics,Windows 10,2.18,836.0000000000001
512,520,Dell,Inspiron 5570,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,16,2000,256,0,AMD Radeon,Windows 10,2.2,1219.24
513,521,Xiaomi,Mi Notebook,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,1.8,16,0,256,0,Nvidia GeForce MX,No OS,1.95,1399.9499999999998
514,522,Asus,VivoBook E12,Netbook,11.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,2,0,0,32,Intel HD Graphics,Windows 10,1.1,245.0000000000001
515,523,HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,1366x768,1366,768,1,0,0,0,1,Intel Core i5,1.6,4,1000,0,0,Intel UHD Graphics,Windows 10,2.04,521.4700000000001
516,524,Asus,ROG Zephyrus,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,24,0,512,0,Nvidia GeForce GTX,Windows 10,2.24,2968.0000000000005
517,525,HP,Probook 450,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce MX,Windows 10,2.04,889.0000000000001
518,526,Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,3.0,1504.0000000000005
519,527,Lenovo,Legion Y720-15IKB,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,256,0,Nvidia GeForce GTX,Windows 10,3.2,1399.0000000000007
520,528,HP,Spectre X360,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.32,1399.0000000000007
521,529,Dell,Latitude 5480,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.6,8,0,256,0,Intel HD Graphics,Windows 10,1.64,1279.7299999999998
522,530,HP,ProBook 440,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,0,128,0,Intel HD Graphics,Windows 10,1.63,689.0000000000001
523,531,Dell,Inspiron 5770,Notebook,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,1.6,8,1000,128,0,AMD Radeon,Linux,2.8,889.0000000000001
524,532,Lenovo,ThinkPad L470,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 7,2.02,1340.0
525,533,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,4,1000,0,0,Nvidia GeForce MX,Windows 10,2.2,799.0
526,534,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,8,2000,0,0,Nvidia GeForce MX,No OS,2.2,459.00000000000006
527,535,Dell,Inspiron 3567,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,AMD Radeon,Windows 10,2.3,585.0000000000002
528,536,Dell,Latitude 5580,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.8,8,0,256,0,Intel HD Graphics,Windows 10,1.9,1376.9999999999993
529,537,Dell,Alienware 17,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,16,1000,128,0,Nvidia GeForce GTX,Windows 10,4.42,3012.769999999999
530,538,Toshiba,Satellite Pro,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,500,0,0,Intel HD Graphics,Windows 10,2.0,859.9999999999999
531,539,Asus,Zenbook UX510UW-FI095T,Notebook,15.6,3840x2160,3840,2160,0,0,1,1,0,Intel Core i7,2.7,8,1000,256,0,Nvidia GeForce GTX,Windows 10,2.0,1299.0000000000002
532,540,Mediacom,SmartBook Edge,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Processor,1.1,4,0,32,0,Intel HD Graphics,Windows 10,1.2,368.99999999999994
533,541,Asus,ROG Strix,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.3,1649.0000000000002
534,542,Dell,Latitude 5580,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,0,256,0,Nvidia GeForce MX,Windows 10,1.93,1368.9999999999998
535,543,Dell,Inspiron 5570,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,8,0,256,0,AMD Radeon,Windows 10,2.2,797.4100000000003
536,544,HP,250 G6,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Pentium Quad,1.6,4,0,256,0,Intel HD Graphics,Windows 10,1.86,398.9899999999999
537,545,HP,Omen 15-ce006nv,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,12,1000,0,0,Nvidia GeForce GTX,Windows 10,2.62,1799.0000000000007
538,546,Lenovo,Thinkpad E470,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,256,0,Nvidia GeForce MX,Windows 10,1.87,858.9999999999997
539,547,Dell,XPS 13,Ultrabook,13.3,3200x1800,3200,1800,0,0,1,0,1,Intel Core i7,1.8,8,0,256,0,Intel UHD Graphics,Windows 10,1.2,1399.0000000000007
540,548,Dell,Vostro 5468,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,0,128,0,Intel HD Graphics,Windows 10,1.6,735.8699999999998
541,549,HP,Envy 13-AB020nr,Ultrabook,13.3,3200x1800,3200,1800,0,0,1,1,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.34,1145.0000000000005
542,550,Acer,Aspire 7,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Nvidia GeForce GTX,Linux,2.4,798.0000000000002
543,551,Asus,VivoBook X540YA-XX519T,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD E-Series,1.8,4,500,0,0,AMD Radeon,Windows 10,2.0,348.99999999999994
544,552,HP,ProBook 450,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.4,4,0,128,0,Intel HD Graphics,Windows 10,2.1,705.5000000000002
545,553,Lenovo,ThinkPad E470,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,1.87,784.9999999999998
546,554,Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,4,1000,0,0,Intel HD Graphics,No OS,2.15,462.3499999999999
547,555,HP,250 G6,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,500,0,0,Intel HD Graphics,Windows 10,1.86,397.0000000000001
548,556,Lenovo,ThinkPad T570,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,512,0,Intel HD Graphics,Windows 10,1.99,1729.0000000000007
549,557,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,0,128,0,Intel HD Graphics,Windows 10,2.2,499.00000000000006
550,558,Dell,Latitude 5580,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.9,1116.99
551,559,Dell,Alienware 17,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,4.42,2699.0000000000005
552,560,HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,1600x900,1600,900,1,0,0,0,0,Intel Core i3,2.0,8,1000,0,0,Intel HD Graphics,Windows 10,2.65,544.1500000000001
553,561,HP,ProBook 470,Notebook,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,1000,0,0,Nvidia GeForce MX,Windows 10,2.63,1280.0
554,562,Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,500,0,0,Intel HD Graphics,Linux,2.0,223.99999999999994
555,563,Mediacom,SmartBook 130,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Atom,1.44,4,0,0,32,Intel HD Graphics,Windows 10,1.35,254.99999999999991
556,564,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,1600,900,1,0,0,0,0,Intel Core i7,2.7,6,1000,128,0,Nvidia GeForce MX,Windows 10,2.8,949.0000000000002
557,565,HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,AMD A-Series,2.5,6,0,128,0,AMD Radeon,Windows 10,1.91,568.8999999999997
558,566,Dell,Vostro 3568,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,AMD Radeon,Windows 10,2.18,617.8999999999997
559,567,Acer,Spin SP111-31,2 in 1 Convertible,11.6,1920x1080,1920,1080,1,0,0,1,1,Intel Celeron Dual,2.0,4,0,0,32,Intel HD Graphics,Windows 10,1.25,348.99999999999994
560,568,Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.7,4,0,128,0,Intel HD Graphics,Windows 10,2.05,630.0000000000001
561,569,HP,EliteBook 1030,Ultrabook,13.3,3200x1800,3200,1800,0,0,1,1,1,Intel Core M,1.2,16,0,512,0,Intel HD Graphics,Windows 10,1.16,1965.0000000000002
562,570,Lenovo,Thinkpad P71,Notebook,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,0,256,0,Nvidia Quadro,Windows 10,3.4,2999.0000000000023
563,571,Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.5,838.9999999999998
564,572,Dell,XPS 13,Ultrabook,13.3,3840x2160,3840,2160,0,0,1,1,1,Intel Core i5,1.6,8,0,128,0,Intel UHD Graphics,Windows 10,1.21,1599.0
565,573,Dell,Latitude 5580,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.6,4,500,0,0,Intel HD Graphics,Windows 10,1.93,959.0000000000003
566,574,Fujitsu,Lifebook A557,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Intel HD Graphics,Windows 10,2.2,738.9999999999998
567,575,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Pentium Quad,1.1,4,500,0,0,Intel HD Graphics,Windows 10,2.2,343.99999999999994
568,576,Lenovo,ThinkPad L470,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,2.02,990.0000000000001
569,577,HP,ZBook 17,Workstation,17.3,1600x900,1600,900,1,0,0,0,0,Intel Core i5,2.8,8,500,0,0,Nvidia Quadro,Windows 10,3.14,1860.9899999999998
570,578,HP,14-am079na (N3710/8GB/2TB/W10),Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.6,8,2000,0,0,Intel HD Graphics,Windows 10,1.94,388.99999999999983
571,579,HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,AMD A-Series,3.0,6,0,256,0,AMD Radeon,Windows 10,1.95,649.0000000000002
572,580,Lenovo,Thinkpad E570,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,2.3,829.9999999999998
573,581,Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,4,500,0,0,Intel HD Graphics,Windows 10,2.05,685.0000000000002
574,582,Mediacom,SmartBook 141,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Atom,1.44,4,0,32,0,Intel HD Graphics,Windows 10,1.4,248.99999999999994
575,583,Toshiba,Tecra X40-D-10H,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,1.24,1864.9999999999993
576,584,Lenovo,IdeaPad Y910-17ISK,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,32,1000,256,0,Nvidia GeForce GTX,Windows 10,4.6,2662.999999999999
577,585,MSI,GT73VR Titan,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.9,16,1000,512,0,Nvidia GeForce GTX,Windows 10,4.14,2729.000000000001
578,586,Dell,Inspiron 3567,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,AMD Radeon,Linux,2.2,749.0100000000002
579,587,Mediacom,SmartBook Edge,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Processor,1.1,4,0,32,0,Intel HD Graphics,Windows 10,1.45,388.99999999999983
